x1,x2,y
3.3416482524994393,2.204703930523956,1.5411233956225256
-3.187376717115532,3.0236366115476816,-3.026842416641381
3.5940055563596314,2.4158713075776745,1.6323245566478137
-1.814712445572162,0.2177426924103525,1.5605652481169627
4.113913066257297,4.455250652180057,-2.6346810538454264
-0.4772385726233006,-0.4596165718619183,0.6388268019149036
0.18656089595556669,2.0784925762656057,0.4762194344310329
-2.99673406891821,-4.850739467060628,1.113494604294033
-0.2091382692716861,-0.8737980003749453,0.3156651646516997
-2.952075590501053,-4.168020313699743,-0.7436243960663619
-1.5012166440124042,1.6599464303204483,-1.7895862855779598
-1.6809308534834546,0.5137352278486311,0.953325173589459
4.833900460864415,-4.943048414382253,3.8014770269136315
-2.067862950198366,-3.597731520416195,1.3059079190689427
-4.211151138626575,3.6830494671056364,-0.3787911104902939
2.060561424439192,0.7167806378813015,-0.9209896717753241
3.138581602373346,0.45595881925291604,-2.816568839957256
2.0378509281030697,-3.2459618964558743,-0.8715521133921058
2.934394778748999,-3.328827158109301,2.19830828327111
3.8764799951542326,-4.156820246073572,4.8317214435998
0.48305285863931235,2.9262189401039107,1.8310771741503125
-0.3974036861937176,-1.8452797879677405,0.6064544665995597
1.7683586368678386,4.733335542463223,4.60422418315037
1.830090259176096,0.7159610138100234,-0.6887077511090421
-1.2134045870042556,4.064160153562582,-4.539979786143164
2.864047085272688,4.88286915851493,0.8519849030540949
-2.049445763068044,0.01475290249686445,2.0361277995905787
-3.2057697953722606,-3.189159361527504,-3.406674469810117
-4.150135939806888,3.0531424412209844,-1.5507823277219557
-0.5863678177794753,1.7828266167000972,-1.1099061765852656
2.262090837341315,1.4345250723532654,0.797883973666242
-0.48275855162862413,-1.517528457418865,0.7301768499322878
0.6478763156332317,-3.0634486311907647,-1.2028749316029788
-2.269395876871073,3.3611130639972693,-4.788685833269435
-4.338279656767994,-1.4176060943370903,-0.6575694197207043
-1.4475713757554551,-3.2252503049173753,1.7582857060599617
-0.007632676027487406,3.2419116398458314,-0.03233852198487091
-4.19017009854696,2.842111982966408,-1.5403651860934051
4.076222046820131,-2.3026428097107288,4.576110161295832
4.901751848926976,0.8562551091495063,-4.0529244687922565
0.6089986693552287,3.179379138283526,2.4273164508662033
4.084477768059045,-2.98079196000217,6.444010362568286
1.4330359061930187,2.2524491513288165,3.13403299137782
2.2253359463592437,2.4659963620448355,3.692850400929997
3.953515128139779,1.7552417461401246,-0.5485432213118481
-0.9773288612001929,-2.866377402020379,1.4356967943557093
4.620806764489968,1.494696300868588,-1.839736651644294
1.4136716103993008,-0.9276938751380452,-1.7640179231160378
4.952223712370493,4.325836844582568,-2.3350450043512345
0.2712259402556585,2.0123885500135987,0.655060977962861
2.84523291324314,4.227614548200355,2.5605385759815626
-2.901690082941565,1.4988635158809895,-0.1475951778350608
-1.1111494952278909,0.24348519340312436,0.8601609494223534
2.1142449660016123,2.834330416189685,4.441214571837126
-1.4538446803942429,-0.9182503245779756,1.7947685879465984
-0.7122860165824445,3.752323684554856,-3.035915405296776
3.0582799001643384,1.4657331428427023,-0.19874878038657218
-0.8800369476802539,-3.916967888197859,2.3905658456720826
-3.1324437572961727,3.264481667165203,-3.138686868084945
-1.7906411982892023,0.33097264403390625,1.370450662942301
-2.8183270505062605,3.5352737148324316,-3.7257660090425517
1.6730060626271364,0.01983813942708501,-1.6529422593996392
0.9716329750858108,4.137297540669357,3.9450946756154535
-3.7342183149449957,-1.826809635469555,-1.965948342749833
4.631215378158114,2.8366833482249216,1.590253980548391
-0.7419699968997016,2.960521407338023,-2.7303866146421356
-1.1296622441583901,1.8008027956432464,-1.8859531141758528
-3.299801152799443,1.4225365749106995,0.7115570761911761
-3.2751986870696417,4.979553905813237,1.527966808166103
4.191610957357819,-1.3456821199405624,0.23164647016738915
2.892842575669487,3.499656114320265,3.57096036907256
2.082648543264799,4.415535993008813,4.458835905999514
-0.5860006317361162,-1.6110631584069757,0.8673816340384829
1.4881533171410153,2.0814133062430598,2.801593232829005
3.626523059578977,2.650054774444678,1.9618573949166958
1.6579789074134208,-3.1244270613629013,-1.4548258587993814
3.04866308015389,-2.769688607157895,2.5832320217105322
2.3852695260331345,-1.4478262520918541,-1.2861512677721574
2.6885492753912024,0.4449645510320508,-2.2319915474961114
-2.72199406336724,-3.1283891325074253,-1.4472701589164287
-3.5106920729273527,3.092455129691512,-2.3907721413728797
-3.535153349867893,-3.503809889422387,-4.649408068745142
-1.151460047464754,1.4427647637443517,-1.170741930135964
